ID	Top_Discriminant	Discriminant	Category Lv3	Date	Amount	Num Trans
884	Non Essentials	Non Essentials	b. Gifts	1/1/2011	627.05	7
885	Non Essentials	Non Essentials	b. Gifts	4/1/2011	162.44	3
886	Non Essentials	Non Essentials	b. Gifts	7/1/2011	464.18	10
887	Non Essentials	Non Essentials	b. Gifts	10/1/2011	1362.51	14
888	Non Essentials	Non Essentials	b. Gifts	1/1/2012	686.19	10
889	Non Essentials	Non Essentials	b. Gifts	4/1/2012	371.89	4
890	Non Essentials	Non Essentials	b. Gifts	7/1/2012	465.46	7
891	Non Essentials	Non Essentials	b. Gifts	10/1/2012	3702.15	7
892	Non Essentials	Non Essentials	b. Gifts	1/1/2013	416.85	3
893	Non Essentials	Non Essentials	b. Gifts	4/1/2013	186.49	4
895	Non Essentials	Non Essentials	b. Gifts	10/1/2013	262.02	3
896	Non Essentials	Non Essentials	b. Gifts	1/1/2014	138.05	4
897	Non Essentials	Non Essentials	b. Gifts	4/1/2014	535.7	7
898	Non Essentials	Non Essentials	b. Gifts	7/1/2014	130.65	2
899	Non Essentials	Non Essentials	b. Gifts	10/1/2014	251.62	2
900	Non Essentials	Non Essentials	b. Gifts	1/1/2015	461.29	5
901	Non Essentials	Non Essentials	b. Gifts	4/1/2015	268.18	2
902	Non Essentials	Non Essentials	b. Gym	1/1/2010	180	5
903	Non Essentials	Non Essentials	b. Gym	4/1/2010	200	7
904	Non Essentials	Non Essentials	b. Gym	7/1/2010	227.5	8
905	Non Essentials	Non Essentials	b. Gym	10/1/2010	220	7
906	Non Essentials	Non Essentials	b. Gym	1/1/2011	252	7
907	Non Essentials	Non Essentials	b. Gym	4/1/2011	216	6
908	Non Essentials	Non Essentials	b. Gym	7/1/2011	512	8
909	Non Essentials	Non Essentials	b. Gym	10/1/2011	309.61	7
910	Non Essentials	Non Essentials	b. Gym	1/1/2012	321.98	8
911	Non Essentials	Non Essentials	b. Gym	4/1/2012	216	6
912	Non Essentials	Non Essentials	b. Gym	7/1/2012	252	7
913	Non Essentials	Non Essentials	b. Gym	10/1/2012	164	6
914	Non Essentials	Non Essentials	b. Gym	1/1/2013	226	7
915	Non Essentials	Non Essentials	b. Gym	4/1/2013	230.99	7
916	Non Essentials	Non Essentials	b. Gym	7/1/2013	402.1	9
917	Non Essentials	Non Essentials	b. Gym	10/1/2013	286.75	9
918	Non Essentials	Non Essentials	b. Gym	1/1/2014	538.28	17
919	Non Essentials	Non Essentials	b. Gym	4/1/2014	575.99	10
920	Non Essentials	Non Essentials	b. Gym	7/1/2014	514.94	4
921	Non Essentials	Non Essentials	b. Gym	10/1/2014	173	5
922	Non Essentials	Non Essentials	b. Gym	1/1/2015	613.5	15
923	Non Essentials	Non Essentials	b. Gym	4/1/2015	55	1
924	Non Essentials	Non Essentials	b. House - DIY & Gardening	1/1/2010	266.5	4
926	Non Essentials	Non Essentials	b. House - DIY & Gardening	7/1/2010	306.81	2
927	Non Essentials	Non Essentials	b. House - DIY & Gardening	10/1/2010	66.58	1
929	Non Essentials	Non Essentials	b. House - DIY & Gardening	4/1/2011	65.39	1
930	Non Essentials	Non Essentials	b. House - DIY & Gardening	7/1/2011	617.8	6
931	Non Essentials	Non Essentials	b. House - DIY & Gardening	10/1/2011	137.34	7
932	Non Essentials	Non Essentials	b. House - DIY & Gardening	1/1/2012	67.98	2
933	Non Essentials	Non Essentials	b. House - DIY & Gardening	4/1/2012	64.59	2
934	Non Essentials	Non Essentials	b. House - DIY & Gardening	7/1/2012	191.05	3
935	Non Essentials	Non Essentials	b. House - DIY & Gardening	10/1/2012	12.06	1
937	Non Essentials	Non Essentials	b. House - DIY & Gardening	4/1/2013	259	5
938	Non Essentials	Non Essentials	b. House - DIY & Gardening	7/1/2013	292.05	5
939	Non Essentials	Non Essentials	b. House - DIY & Gardening	10/1/2013	9.69	1
940	Non Essentials	Non Essentials	b. House - DIY & Gardening	1/1/2014	84	1
941	Non Essentials	Non Essentials	b. House - DIY & Gardening	4/1/2014	140.07	6
942	Non Essentials	Non Essentials	b. House - DIY & Gardening	7/1/2014	156.17	5
943	Non Essentials	Non Essentials	b. House - DIY & Gardening	10/1/2014	107.99	1
944	Non Essentials	Non Essentials	b. House - DIY & Gardening	1/1/2015	167.57	5
945	Non Essentials	Non Essentials	b. House - DIY & Gardening	4/1/2015	208.42	5
946	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2010	186.78	1
947	Non Essentials	Non Essentials	b. House - Furnishings	4/1/2010	690	1
948	Non Essentials	Non Essentials	b. House - Furnishings	7/1/2010	195	1
950	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2011	7929.55	15
951	Non Essentials	Non Essentials	b. House - Furnishings	4/1/2011	4788.42	6
952	Non Essentials	Non Essentials	b. House - Furnishings	7/1/2011	1234.07	5
953	Non Essentials	Non Essentials	b. House - Furnishings	10/1/2011	4055.3	11
954	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2012	305	2
955	Non Essentials	Non Essentials	b. House - Furnishings	4/1/2012	200	1
956	Non Essentials	Non Essentials	b. House - Furnishings	7/1/2012	399.47	3
957	Non Essentials	Non Essentials	b. House - Furnishings	10/1/2012	273.85	4
958	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2013	268.77	3
961	Non Essentials	Non Essentials	b. House - Furnishings	10/1/2013	1235.83	5
962	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2014	149	1
966	Non Essentials	Non Essentials	b. House - Furnishings	1/1/2015	1847.75	7
967	Non Essentials	Non Essentials	b. House - Furnishings	4/1/2015	4998.27	13
968	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	7/1/2011	52	1
972	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	7/1/2012	106.5	3
973	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	10/1/2012	132.9	3
975	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	4/1/2013	158.6	4
976	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	7/1/2013	150.7	4
977	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	10/1/2013	62	1
979	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	4/1/2014	137.6	3
980	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	7/1/2014	120.3	3
981	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	10/1/2014	66.1	2
982	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	1/1/2015	21.6	1
983	Non Essentials	Non Essentials	b. Ironing/Dry Cleaning	4/1/2015	108.9	2
984	Non Essentials	Non Essentials	b. Lingerie	1/1/2010	263.8	1
985	Non Essentials	Non Essentials	b. Lingerie	4/1/2010	146.11	2
986	Non Essentials	Non Essentials	b. Liquor shop	1/1/2010	443.39	9
987	Non Essentials	Non Essentials	b. Liquor shop	4/1/2010	481.84	9
988	Non Essentials	Non Essentials	b. Liquor shop	7/1/2010	278.72	6
989	Non Essentials	Non Essentials	b. Liquor shop	10/1/2010	297.86	6
990	Non Essentials	Non Essentials	b. Liquor shop	1/1/2011	581.26	7
991	Non Essentials	Non Essentials	b. Liquor shop	4/1/2011	260.38	5
992	Non Essentials	Non Essentials	b. Liquor shop	7/1/2011	337.94	5
993	Non Essentials	Non Essentials	b. Liquor shop	10/1/2011	522.71	6
994	Non Essentials	Non Essentials	b. Liquor shop	1/1/2012	248.27	5
995	Non Essentials	Non Essentials	b. Liquor shop	4/1/2012	424.7	4
996	Non Essentials	Non Essentials	b. Liquor shop	7/1/2012	710	7
997	Non Essentials	Non Essentials	b. Liquor shop	10/1/2012	314.45	3
998	Non Essentials	Non Essentials	b. Liquor shop	1/1/2013	906.64	6
999	Non Essentials	Non Essentials	b. Liquor shop	4/1/2013	524.7	4
1000	Non Essentials	Non Essentials	b. Liquor shop	7/1/2013	721.45	8
1001	Non Essentials	Non Essentials	b. Liquor shop	10/1/2013	445.46	3
1002	Non Essentials	Non Essentials	b. Liquor shop	1/1/2014	674.06	7
1003	Non Essentials	Non Essentials	b. Liquor shop	4/1/2014	720.07	6
1004	Non Essentials	Non Essentials	b. Liquor shop	7/1/2014	821.72	5
1005	Non Essentials	Non Essentials	b. Liquor shop	10/1/2014	1499.83	12
1006	Non Essentials	Non Essentials	b. Liquor shop	1/1/2015	401.4	6
1007	Non Essentials	Non Essentials	b. Liquor shop	4/1/2015	209.79	4
1008	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2010	1035.36	17
1009	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2010	2833.07	31
1010	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	7/1/2010	1309.51	20
1011	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	10/1/2010	3096.06	35
1012	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2011	1283.84	19
1013	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2011	1078.91	16
1014	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	7/1/2011	723.86	8
1015	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	10/1/2011	346.92	9
1016	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2012	1560.23	16
1017	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2012	343.45	7
1018	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	7/1/2012	759.31	15
1019	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	10/1/2012	354.28	7
1020	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2013	968.13	16
1021	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2013	751.88	12
1022	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	7/1/2013	1698.63	26
1023	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	10/1/2013	263.91	7
1024	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2014	1929.22	22
1025	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2014	1371.02	25
1026	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	7/1/2014	2968.89	28
1027	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	10/1/2014	1243.7	9
1028	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	1/1/2015	2043.35	26
1029	Non Essentials	Non Essentials	b. Miscellaneous Non Essentials	4/1/2015	1109.67	7
1030	Non Essentials	Non Essentials	b. Pay TV	1/1/2010	270	2
1031	Non Essentials	Non Essentials	b. Pay TV	4/1/2010	405	3
1032	Non Essentials	Non Essentials	b. Pay TV	7/1/2010	405	3
1033	Non Essentials	Non Essentials	b. Pay TV	10/1/2010	405	3
1034	Non Essentials	Non Essentials	b. Pay TV	1/1/2011	410.5	3
1035	Non Essentials	Non Essentials	b. Pay TV	4/1/2011	449.98	4
1036	Non Essentials	Non Essentials	b. Pay TV	7/1/2011	449.48	6
1037	Non Essentials	Non Essentials	b. Pay TV	10/1/2011	441.49	6
1038	Non Essentials	Non Essentials	b. Pay TV	1/1/2012	448.89	4
1039	Non Essentials	Non Essentials	b. Pay TV	4/1/2012	416.5	3
1040	Non Essentials	Non Essentials	b. Pay TV	7/1/2012	422	3
1041	Non Essentials	Non Essentials	b. Pay TV	10/1/2012	395	3
1042	Non Essentials	Non Essentials	b. Pay TV	1/1/2013	184.39	3
1043	Non Essentials	Non Essentials	b. Pay TV	4/1/2013	509.15	4
1044	Non Essentials	Non Essentials	b. Pay TV	7/1/2013	455.99	4
1045	Non Essentials	Non Essentials	b. Pay TV	10/1/2013	229.39	3
1046	Non Essentials	Non Essentials	b. Pay TV	1/1/2014	266.18	5
1048	Non Essentials	Non Essentials	b. Pay TV	7/1/2014	139.99	1
1049	Non Essentials	Non Essentials	b. Photo - Courses - perso	1/1/2010	100.57	2
1050	Non Essentials	Non Essentials	b. Photo - Courses - perso	4/1/2010	151.89	3
1051	Non Essentials	Non Essentials	b. Photo - Courses - perso	7/1/2010	150.52	3
1052	Non Essentials	Non Essentials	b. Photo - Courses - perso	10/1/2010	137.61	3
1053	Non Essentials	Non Essentials	b. Photo - Courses - perso	1/1/2011	138.36	5
1054	Non Essentials	Non Essentials	b. Photo - Courses - perso	4/1/2011	130.33	5
1055	Non Essentials	Non Essentials	b. Photo - Courses - perso	7/1/2011	130.93	5
1056	Non Essentials	Non Essentials	b. Photo - Courses - perso	10/1/2011	397.94	11
1057	Non Essentials	Non Essentials	b. Photo - Courses - perso	1/1/2012	129.64	4
1058	Non Essentials	Non Essentials	b. Photo - Courses - perso	4/1/2012	82.26	4
1059	Non Essentials	Non Essentials	b. Photo - Courses - perso	7/1/2012	284.93	8
1060	Non Essentials	Non Essentials	b. Photo - Courses - perso	10/1/2012	95.27	5
1061	Non Essentials	Non Essentials	b. Photo - Courses - perso	1/1/2013	88	2
1062	Non Essentials	Non Essentials	b. Photo - Courses - perso	4/1/2013	274.86	7
1069	Non Essentials	Non Essentials	b. Photo - Courses - perso	1/1/2015	128.52	2
1070	Non Essentials	Non Essentials	b. Photo - Courses - perso	4/1/2015	65.42	1
1071	Non Essentials	Non Essentials	b. Photo - Courses - tax return	10/1/2013	295	1
1074	Non Essentials	Non Essentials	b. Photo - Courses - tax return	7/1/2014	116.31	2
1075	Non Essentials	Non Essentials	b. Photo - s/w & Gear - tax return	7/1/2013	32.99	1
1076	Non Essentials	Non Essentials	b. Photo - s/w & Gear - tax return	10/1/2013	195.18	4
1077	Non Essentials	Non Essentials	b. Photo - s/w & Gear - tax return	1/1/2014	19	1
1078	Non Essentials	Non Essentials	b. Photo - s/w & Gear - tax return	4/1/2014	302.49	4
1082	Non Essentials	Non Essentials	b. Photo - s/w & Gear - tax return	4/1/2015	16.22	1
1083	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2010	139.95	1
1084	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2010	239	2
1085	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	7/1/2010	234.31	3
1086	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	10/1/2010	114.95	1
1087	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2011	132.31	3
1088	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2011	251.58	2
1089	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	7/1/2011	403.74	2
1090	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	10/1/2011	1491.06	7
1091	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2012	325.12	3
1092	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2012	326.99	2
1094	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	10/1/2012	2106	5
1095	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2013	1026.75	13
1096	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2013	1432.36	18
1097	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	7/1/2013	410	6
1098	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	10/1/2013	2787	10
1099	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2014	1353.75	8
1100	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2014	877.72	3
1101	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	7/1/2014	8	1
1102	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	10/1/2014	57.29	3
1103	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	1/1/2015	2.95	1
1104	Non Essentials	Non Essentials	b. Photo - s/w & gear - perso	4/1/2015	36.79	2
1105	Non Essentials	Non Essentials	b. Scuba Diving	1/1/2010	849.95	3
1106	Non Essentials	Non Essentials	b. Scuba Diving	4/1/2010	140	1
1108	Non Essentials	Non Essentials	b. Scuba Diving	10/1/2010	71	1
1116	Non Essentials	Non Essentials	b. Scuba Diving	10/1/2012	2893.76	8
1117	Non Essentials	Non Essentials	b. Scuba Diving	1/1/2013	370.01	3
1118	Non Essentials	Non Essentials	b. Scuba Diving	4/1/2013	18	1
1119	Non Essentials	Non Essentials	b. Scuba Diving	7/1/2013	100	1
1120	Non Essentials	Non Essentials	b. Scuba Diving	10/1/2013	85	2
1121	Non Essentials	Non Essentials	b. Scuba Diving	1/1/2014	109.9	1
1122	Non Essentials	Non Essentials	b. Scuba Diving	4/1/2014	356.8	1
1125	Non Essentials	Non Essentials	b. Scuba Diving	1/1/2015	40	1
1126	Non Essentials	Non Essentials	b. Ski	4/1/2015	180	1
1127	Non Essentials	Non Essentials	b. Spa & Pampering	7/1/2010	187.8	3
1128	Non Essentials	Non Essentials	b. Spa & Pampering	10/1/2010	257.16	2
1129	Non Essentials	Non Essentials	b. Spa & Pampering	1/1/2011	367	3
1130	Non Essentials	Non Essentials	b. Spa & Pampering	4/1/2011	526.81	4
1131	Non Essentials	Non Essentials	b. Spa & Pampering	7/1/2011	372.3	3
1132	Non Essentials	Non Essentials	b. Spa & Pampering	10/1/2011	170	3
1133	Non Essentials	Non Essentials	b. Spa & Pampering	1/1/2012	84.85	1
1135	Non Essentials	Non Essentials	b. Spa & Pampering	7/1/2012	49	1
1136	Non Essentials	Non Essentials	b. Spa & Pampering	10/1/2012	24	1
1137	Non Essentials	Non Essentials	b. Spa & Pampering	1/1/2013	114	2
1138	Non Essentials	Non Essentials	b. Spa & Pampering	4/1/2013	150	1
1139	Non Essentials	Non Essentials	b. Spa & Pampering	7/1/2013	333	3
1143	Non Essentials	Non Essentials	b. Spa & Pampering	7/1/2014	95	1
1144	Non Essentials	Non Essentials	b. Spa & Pampering	10/1/2014	69	1
1145	Non Essentials	Non Essentials	b. Taxes	7/1/2010	395	2
1149	Non Essentials	Non Essentials	b. Taxes	7/1/2011	375	2
1153	Non Essentials	Non Essentials	b. Taxes	7/1/2012	385	2
1157	Non Essentials	Non Essentials	b. Taxes	7/1/2013	495	2
1161	Non Essentials	Non Essentials	b. Taxes	7/1/2014	500	1
1162	Non Essentials	Non Essentials	b. Transport - Taxis	10/1/2010	20.2	1
1164	Non Essentials	Non Essentials	b. Transport - Taxis	4/1/2011	45.51	2
1170	Non Essentials	Non Essentials	b. Transport - Taxis	10/1/2012	54.03	3
1179	Non Essentials	Non Essentials	b. Transport - Taxis	1/1/2015	22.16	2
1180	Non Essentials	Non Essentials	b. WIP - Check with Corinne	7/1/2011	1119.08	8
1181	Non Essentials	Non Essentials	b. WIP - Check with Corinne	10/1/2011	342.94	8
1188	Non Essentials	Non Essentials	b. WIP - Check with Corinne	7/1/2013	39.73	3
1193	Non Essentials	Non Essentials	b. WIP - Check with Corinne	10/1/2014	649.12	6
1194	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2010	3275	27
1195	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2010	4123	33
1196	Non Essentials	Non Essentials	e. Cash Withdrawals	7/1/2010	3695	26
1197	Non Essentials	Non Essentials	e. Cash Withdrawals	10/1/2010	4425.69	28
1198	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2011	3200	19
1199	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2011	3286.44	21
1200	Non Essentials	Non Essentials	e. Cash Withdrawals	7/1/2011	4070	27
1201	Non Essentials	Non Essentials	e. Cash Withdrawals	10/1/2011	3320	35
1202	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2012	2780.41	30
1203	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2012	3500	34
1204	Non Essentials	Non Essentials	e. Cash Withdrawals	7/1/2012	3670	36
1205	Non Essentials	Non Essentials	e. Cash Withdrawals	10/1/2012	3040	30
1206	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2013	3624.95	37
1207	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2013	4150	40
1208	Non Essentials	Non Essentials	e. Cash Withdrawals	7/1/2013	4060	39
1209	Non Essentials	Non Essentials	e. Cash Withdrawals	10/1/2013	3160	33
1210	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2014	3860	34
1211	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2014	4210	30
1212	Non Essentials	Non Essentials	e. Cash Withdrawals	7/1/2014	3650	30
1213	Non Essentials	Non Essentials	e. Cash Withdrawals	10/1/2014	3400	27
1214	Non Essentials	Non Essentials	e. Cash Withdrawals	1/1/2015	4390	26
1215	Non Essentials	Non Essentials	e. Cash Withdrawals	4/1/2015	1789.56	9
1216	Non Essentials	Non Essentials	h. Weight Watchers	4/1/2011	89.95	1
1217	Non Essentials	Non Essentials	h. Weight Watchers	7/1/2011	91.05	5
1222	Non Essentials	Non Essentials	h. Weight Watchers	10/1/2012	91.75	2
1227	Non Essentials	Non Essentials	h. Weight Watchers	1/1/2014	149.62	4
1228	Non Essentials	Non Essentials	h. Weight Watchers	4/1/2014	248.96	4
1229	Non Essentials	Non Essentials	h. Weight Watchers	7/1/2014	65.3	2
1230	Non Essentials	Non Essentials	h. Weight Watchers	10/1/2014	98.6	3
1231	Non Essentials	Non Essentials	h. Weight Watchers	1/1/2015	99.9	3
1232	Non Essentials	Non Essentials	h. Weight Watchers	4/1/2015	66.6	2
1233	Non Essentials	Non Essentials	i. Essential clothing	7/1/2010	60.94	2
1234	Non Essentials	Non Essentials	i. Essential clothing	10/1/2010	504.87	4
1235	Non Essentials	Non Essentials	i. Essential clothing	1/1/2011	119.95	2
1236	Non Essentials	Non Essentials	i. Essential clothing	4/1/2011	239.7	2
1237	Non Essentials	Non Essentials	i. Essential clothing	7/1/2011	25	1
1238	Non Essentials	Non Essentials	i. Essential clothing	10/1/2011	1320.69	6
1239	Non Essentials	Non Essentials	i. Essential clothing	1/1/2012	1292.12	4
1240	Non Essentials	Non Essentials	i. Essential clothing	4/1/2012	1223.59	10
1241	Non Essentials	Non Essentials	i. Essential clothing	7/1/2012	119.94	1
1242	Non Essentials	Non Essentials	i. Essential clothing	10/1/2012	1921.03	6
1243	Non Essentials	Non Essentials	i. Essential clothing	1/1/2013	248.7	2
1244	Non Essentials	Non Essentials	i. Essential clothing	4/1/2013	1760.09	11
1245	Non Essentials	Non Essentials	i. Essential clothing	7/1/2013	725.51	6
1247	Non Essentials	Non Essentials	i. Essential clothing	1/1/2014	446.97	5
1248	Non Essentials	Non Essentials	i. Essential clothing	4/1/2014	891.73	7
1249	Non Essentials	Non Essentials	i. Essential clothing	7/1/2014	2966.7	20
1250	Non Essentials	Non Essentials	i. Essential clothing	10/1/2014	1584.22	14
1251	Non Essentials	Non Essentials	i. Essential clothing	1/1/2015	1440.46	11
1252	Non Essentials	Non Essentials	i. Essential clothing	4/1/2015	2727.33	12
1253	Non Essentials	Non Essentials	i. Hairdressing	1/1/2010	152	2
1254	Non Essentials	Non Essentials	i. Hairdressing	4/1/2010	209.9	2
1255	Non Essentials	Non Essentials	i. Hairdressing	7/1/2010	418.95	3
1256	Non Essentials	Non Essentials	i. Hairdressing	10/1/2010	193.85	2
1258	Non Essentials	Non Essentials	i. Hairdressing	4/1/2011	149.95	1
1259	Non Essentials	Non Essentials	i. Hairdressing	7/1/2011	170	2
1260	Non Essentials	Non Essentials	i. Hairdressing	10/1/2011	309.45	2
1261	Non Essentials	Non Essentials	i. Hairdressing	1/1/2012	146.3	1
1263	Non Essentials	Non Essentials	i. Hairdressing	7/1/2012	115	1
1264	Non Essentials	Non Essentials	i. Hairdressing	10/1/2012	200	2
1265	Non Essentials	Non Essentials	i. Hairdressing	1/1/2013	333.45	2
1266	Non Essentials	Non Essentials	i. Hairdressing	4/1/2013	100	1
1267	Non Essentials	Non Essentials	i. Hairdressing	7/1/2013	209.9	2
1268	Non Essentials	Non Essentials	i. Hairdressing	10/1/2013	240	3
1269	Non Essentials	Non Essentials	i. Hairdressing	1/1/2014	310	3
1270	Non Essentials	Non Essentials	i. Hairdressing	4/1/2014	229.95	3
1271	Non Essentials	Non Essentials	i. Hairdressing	7/1/2014	260	2
1272	Non Essentials	Non Essentials	i. Hairdressing	10/1/2014	427	7
1273	Non Essentials	Non Essentials	i. Hairdressing	1/1/2015	296.75	6
1274	Non Essentials	Non Essentials	i. Hairdressing	4/1/2015	229	4
1275	Non Essentials	Non Essentials	i. Membership fees	1/1/2010	272.73	1
1277	Non Essentials	Non Essentials	i. Membership fees	7/1/2010	127.19	3
1278	Non Essentials	Non Essentials	i. Membership fees	10/1/2010	293.41	1
1283	Non Essentials	Non Essentials	i. Membership fees	1/1/2012	290.81	1
1286	Non Essentials	Non Essentials	i. Membership fees	10/1/2012	399.85	4
1289	Non Essentials	Non Essentials	i. Membership fees	7/1/2013	8.95	1
1290	Non Essentials	Non Essentials	i. Membership fees	10/1/2013	370	1
1291	Non Essentials	Non Essentials	i. Membership fees	1/1/2014	82.27	2
1293	Non Essentials	Non Essentials	i. Membership fees	7/1/2014	395	1
1294	Non Essentials	Non Essentials	i. Membership fees	10/1/2014	133.13	1
1295	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	1/1/2010	310	2
1300	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	4/1/2011	105.6	1
1304	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	4/1/2012	314	2
1305	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	7/1/2012	83.95	1
1306	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	10/1/2012	35	1
1307	Non Essentials	Non Essentials	i. Miscellaneous Non Periodic	1/1/2013	20.85	1
1308	Non Essentials	Non Essentials	i. Pet Care	7/1/2012	160.15	1
1311	Non Essentials	Non Essentials	i. Pet Care	4/1/2013	108	1
1312	Non Essentials	Non Essentials	i. Pet Care	7/1/2013	154.4	1
1313	Non Essentials	Non Essentials	i. Pet Care	10/1/2013	486	1
1315	Non Essentials	Non Essentials	i. Pet Care	4/1/2014	225.65	1
1316	Non Essentials	Non Essentials	i. Pet Care	7/1/2014	325.3	1
1317	Non Essentials	Non Essentials	i. Pet Care	10/1/2014	374.99	3
1318	Non Essentials	Non Essentials	i. Pet Care	1/1/2015	162	1
1319	Non Essentials	Non Essentials	i. Pet Care	4/1/2015	954	2
1320	Non Essentials	Non Essentials	i. Pharmacy	1/1/2010	12.98	1
1321	Non Essentials	Non Essentials	i. Pharmacy	4/1/2010	59.09	2
1322	Non Essentials	Non Essentials	i. Pharmacy	7/1/2010	38.8	2
1323	Non Essentials	Non Essentials	i. Pharmacy	10/1/2010	26.55	1
1324	Non Essentials	Non Essentials	i. Pharmacy	1/1/2011	46.95	1
1325	Non Essentials	Non Essentials	i. Pharmacy	4/1/2011	87.36	3
1327	Non Essentials	Non Essentials	i. Pharmacy	10/1/2011	27.9	2
1328	Non Essentials	Non Essentials	i. Pharmacy	1/1/2012	200.9	4
1329	Non Essentials	Non Essentials	i. Pharmacy	4/1/2012	96.08	3
1330	Non Essentials	Non Essentials	i. Pharmacy	7/1/2012	319.1	7
1331	Non Essentials	Non Essentials	i. Pharmacy	10/1/2012	119.71	3
1332	Non Essentials	Non Essentials	i. Pharmacy	1/1/2013	88.51	3
1333	Non Essentials	Non Essentials	i. Pharmacy	4/1/2013	102.45	3
1334	Non Essentials	Non Essentials	i. Pharmacy	7/1/2013	155.08	5
1335	Non Essentials	Non Essentials	i. Pharmacy	10/1/2013	675.03	12
1336	Non Essentials	Non Essentials	i. Pharmacy	1/1/2014	464.58	8
1337	Non Essentials	Non Essentials	i. Pharmacy	4/1/2014	566.94	8
1338	Non Essentials	Non Essentials	i. Pharmacy	7/1/2014	516.31	9
1339	Non Essentials	Non Essentials	i. Pharmacy	10/1/2014	176.48	4
1340	Non Essentials	Non Essentials	i. Pharmacy	1/1/2015	303.01	8
